ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
6661,39000,1954,9.6,"['was-retired', 'now-retired']",99,98,100,99,0,"['local-community', 'fam-friend']",['none'],highschool,white,female,1.1,7.1,nothing-in-particular,5.6,334
6662,50000,1978,5.7,"['was-full', 'now-full']",67,95,65,92,0,"['fam-friend', 'employer', 'religious']",['none'],postgrad,black,female,0.1,4.8,something-else,9.4,314
6663,20000,1992,6.8,['was-part'],100,100,75,100,1,['no-one'],['nasal'],some-college,white,female,0.5,5.3,something-else,10,138
6664,30000,1995,0.6,['was-jobless'],8,86,92,90,1,"['fam-friend', 'fedgov']",['none'],some-college,white,female,0.3,9.3,catholic,9.1,705
6665,70000,1984,9.9,['now-full'],100,100,100,100,0,"['fam-friend', 'state-gov', 'religious']","['diarrhea', 'fever']",college,white,male,0,5.1,muslim,10,775
6666,100000,2002,10,['was-part'],100,100,100,100,0,['fedgov'],['none'],some-college,white,female,2.3,4.2,nothing-in-particular,5.8,945
6667,72000,1985,2.8,"['was-part', 'now-part']",44,63,15,82,0,"['fam-friend', 'employer']",['headache'],college,white,female,0.6,8.3,catholic,7.3,480
6668,25000,1980,7.1,['was-full'],58,59,58,59,2,['no-one'],['none'],some-college,hispanic-latino,female,5.8,5.6,catholic,3.7,770
6669,100000,2001,6.9,['was-part'],87,100,79,85,0,"['fam-friend', 'employer']",['headache'],some-college,white,female,0.6,4.8,agnostic,0.4,633
6670,400000,1988,8.9,['was-full'],97,100,94,100,4,['fedgov'],"['muscle-ache', 'fatigue']",postgrad,white,male,0,0,catholic,9.3,330
6671,150000,1997,7.4,"['was-full', 'now-part']",100,100,100,79,1,['fam-friend'],['none'],college,asian,female,2,1.3,hindu,0,600
6672,14000,1978,5.1,['was-part'],42,47,5,47,0,['fam-friend'],['none'],highschool,white,female,0.2,4.4,nothing-in-particular,0.5,626
6673,40000,1970,8.2,['was-full'],100,100,98,99,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'local-community']","['short-breath', 'headache']",highschool,white,male,0.6,8.5,something-else,10,401
6674,11200,1969,2.1,['was-jobless'],72,57,68,74,0,['no-one'],['none'],college,white,male,0.7,5.8,catholic,6.2,880
6675,30000,1977,3.6,"['was-full', 'now-full']",36,88,80,71,0,['fam-friend'],['none'],college,white,male,1.8,6.4,other-protestant,7.1,146
6676,12000,1995,2.1,['now-jobless'],78,88,66,66,0,['fam-friend'],['none'],college,other-mixed,female,0,6.4,something-else,10,480
6677,60000,1992,7,"['was-full', 'now-full']",89,86,10,90,0,"['fam-friend', 'local-gov']",['headache'],some-college,white,male,0,8.5,mormon,9.2,846
6678,250000,1980,8.8,['was-full'],100,100,100,99,1,"['fam-friend', 'state-gov']",['none'],postgrad,white,male,0,0,atheist,1.2,600
6679,50000,1985,10,['was-full'],100,100,100,100,0,"['local-gov', 'fedgov']","['fatigue', 'sore-throat']",postgrad,white,female,0.5,10,muslim,10,100
6680,44000,1994,7.5,"['was-full', 'now-full']",61,100,73,64,0,['fam-friend'],['none'],college,white,female,0.3,7.7,something-else,6.8,522
6681,38000,1999,7.1,"['was-jobless', 'now-part']",87,79,78,81,0,"['fam-friend', 'employer', 'state-gov']","['short-breath', 'fatigue', 'muscle-ache', 'diarrhea', 'nasal', 'headache']",some-college,other-mixed,female,4.2,4.8,agnostic,5.9,80
6682,310000,1980,6.9,['was-part'],100,96,25,100,0,['other'],"['dry-cough', 'diarrhea', 'sore-throat', 'fever', 'headache', 'nausea-vomit']",postgrad,black,female,0.1,3.9,something-else,9.6,554
6683,120000,1973,6.6,['was-full'],83,77,75,75,0,"['fam-friend', 'employer', 'state-gov']",['none'],postgrad,asian,female,1.6,2.3,buddhist,4.3,724
6684,75000,1996,0.3,"['was-part', 'now-part']",24,91,0,23,0,"['fam-friend', 'religious']","['fatigue', 'headache']",college,white,female,0.8,9.2,evangelical-protestant,10,453
6685,400000,1975,8.6,['was-full'],100,94,96,97,0,['fam-friend'],['none'],college,black,female,1,8.2,something-else,10,770
6686,9000,1992,0,['now-jobless'],0,100,100,100,0,['fedgov'],['none'],school,white,female,0.6,4.9,nothing-in-particular,0,959
6687,15000,2000,10,['now-full'],31,68,67,64,0,['fam-friend'],['none'],highschool,black,female,4.4,4.9,something-else,10,386
6688,34000,1980,5,"['was-full', 'now-full']",0,100,100,100,0,['fam-friend'],['none'],highschool,white,female,0,5.1,other-protestant,3.3,307
6689,22000,2002,5.9,['was-jobless'],92,83,92,100,30,"['local-community', 'local-gov', 'state-gov', 'fam-friend']",['dry-cough'],highschool,white,female,0,0,agnostic,0,598
6690,55000,1976,6.4,['was-full'],100,64,66,70,0,['state-gov'],"['diarrhea', 'muscle-ache']",college,black,female,4.4,4.9,something-else,6,640
6691,11000,1997,5.1,['was-part'],11,98,69,98,0,['fam-friend'],['dry-cough'],college,white,female,4.6,4.6,evangelical-protestant,6.6,721
6692,30000,2002,7.4,['was-full'],100,88,100,95,0,['fam-friend'],['diarrhea'],college,white,male,0,4.8,atheist,0.5,462
6693,33000,1989,2.5,"['was-full', 'now-full']",37,77,28,61,45,"['fam-friend', 'employer']",['diarrhea'],some-college,white,female,0.8,1.8,nothing-in-particular,0.5,488
6694,10000,1999,10,['was-part'],100,100,100,100,2,['fam-friend'],['nasal'],highschool,black,female,10,10,mormon,10,191
6695,50000,1980,10,"['was-full', 'now-jobless']",100,100,100,100,3000,"['local-gov', 'state-gov', 'local-community']",['muscle-ache'],college,asian,male,5,5.6,nothing-in-particular,0.2,112
6696,20000,1989,10,['was-part'],98,96,100,100,1,['fam-friend'],['none'],school,white,female,0.1,4.5,nothing-in-particular,0,522
6697,37000,2000,7.7,['now-jobless'],96,97,81,32,0,"['fam-friend', 'state-gov']",['none'],highschool,white,male,0,4.7,other-protestant,6.4,63
6698,100000,1972,10,['was-full'],100,100,100,100,2,['fam-friend'],['none'],postgrad,white,male,0,0,agnostic,0,187
6699,55000,1952,5.6,['was-retired'],100,87,92,100,0,['fam-friend'],['diarrhea'],college,white,female,2,4.3,jewish,5.8,342
6700,27000,1990,4.8,['was-disabled'],93,100,88,84,0,['fam-friend'],"['muscle-ache', 'headache']",some-college,white,female,0,1.8,something-else,3.1,856
6701,49000,1979,7.6,['now-jobless'],39,66,86,59,0,['fam-friend'],['none'],some-college,white,female,0,5.1,nothing-in-particular,2.5,988
6702,54000,1986,7.8,['was-full'],93,87,82,94,1,['employer'],['none'],college,black,female,3.3,3.9,something-else,8.2,300
6703,65000,1997,4.2,['now-full'],59,74,71,30,0,['no-one'],['none'],highschool,white,female,0.1,7,atheist,5.7,395
6704,25000,1982,0.4,['now-jobless'],71,82,80,59,0,['no-one'],['none'],highschool,white,female,1.4,4.9,nothing-in-particular,2.9,700
6705,73890,1998,10,['now-full'],100,100,100,100,0,['fam-friend'],['none'],highschool,black,female,0,4.9,something-else,10,104
6706,150000,1968,9,['now-full'],92,92,91,93,2,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']",['headache'],postgrad,white,female,2.9,0.9,catholic,9.1,460
6707,60000,1995,10,['was-full'],100,100,100,100,0,['fam-friend'],['none'],postgrad,white,male,0,0,other-protestant,4.3,606
6708,76000,1986,5.3,['now-jobless'],100,100,96,100,0,['fam-friend'],['none'],highschool,white,female,0,5.2,nothing-in-particular,0,598
6709,25000,1973,8.4,['was-disabled'],100,100,100,100,0,"['fam-friend', 'religious', 'local-community', 'state-gov']",['none'],some-college,black,female,1.4,7.2,something-else,9.9,350
6710,79000,1979,6.1,['now-full'],100,100,99,100,7,"['fam-friend', 'religious', 'state-gov']",['fatigue'],college,other-mixed,male,1.7,6,evangelical-protestant,8.1,386
6711,50000,1988,10,"['now-full', 'was-part']",100,100,100,100,0,['fam-friend'],"['short-breath', 'nasal', 'headache']",postgrad,black,female,0,8.6,hindu,9.6,480
6712,37000,1961,7.5,['now-retired'],72,68,59,44,0,['no-one'],['none'],some-college,white,female,3.9,5.5,buddhist,3.8,347
6713,50000,1987,0.1,['was-full'],28,68,5,71,0,"['fam-friend', 'employer']",['none'],highschool,hispanic-latino,male,0.8,5.9,muslim,3.4,895
6714,80000,1969,2.4,"['was-full', 'now-full']",38,71,40,95,0,"['fam-friend', 'religious', 'local-community']",['none'],postgrad,white,female,0.4,9.9,evangelical-protestant,9.7,648
6715,110000,1991,0,['was-full'],0,0,0,100,0,['fam-friend'],['none'],some-college,hispanic-latino,male,0,6.9,something-else,10,836
6716,120000,1992,4.4,['was-full'],89,63,51,53,0,['fam-friend'],['none'],college,asian,female,1.4,3.1,muslim,8,957
6717,200000,1966,6.6,['now-full'],90,94,32,91,0,['fam-friend'],['none'],some-college,hispanic-latino,male,1.8,9.1,catholic,8.1,917
6718,70000,1998,6.2,['was-part'],100,100,100,100,2,['local-gov'],['headache'],some-college,other-mixed,female,0,6.6,catholic,8.4,954
6719,255000,1981,7.2,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],['none'],postgrad,hispanic-latino,male,0,0,nothing-in-particular,10,890
6720,90000,2000,6.9,['now-part'],29,34,44,43,5,['fam-friend'],['headache'],some-college,black,female,4.9,1.7,nothing-in-particular,0.1,209
6721,65000,1981,8.6,"['was-jobless', 'now-jobless']",100,100,100,100,2,"['fam-friend', 'religious', 'local-community']",['none'],college,other-mixed,female,0,4.9,something-else,10,967
6722,10000,1998,1.4,"['was-jobless', 'now-jobless']",67,66,59,73,0,"['fam-friend', 'local-community']","['muscle-ache', 'nausea-vomit']",some-college,black,female,1.9,2.5,nothing-in-particular,1.4,900
6723,9000,1967,7.5,['was-disabled'],92,94,96,93,0,['no-one'],['diarrhea'],highschool,white,female,0.7,9.7,nothing-in-particular,7.9,775
6724,14000,1996,7.3,['now-jobless'],100,82,100,77,2,['fam-friend'],['fatigue'],college,black,female,1,1.9,something-else,7.7,201
6725,20000,1997,10,['now-jobless'],100,100,100,100,3,"['fam-friend', 'fedgov']",['none'],college,black,female,0,0,something-else,3.3,700
6726,32000,1957,5.7,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],['none'],some-college,white,female,0,5,something-else,7.2,242
6727,105000,1947,8.1,['was-retired'],100,100,99,100,0,"['fam-friend', 'state-gov', 'local-community']",['nasal'],college,white,male,2.3,8.3,other-protestant,1.4,853
6728,20000,1988,6.1,['now-part'],92,90,95,85,0,['no-one'],['none'],some-college,white,male,0.5,6.8,something-else,8.4,996
6729,10000,1996,9.2,['was-jobless'],99,93,85,95,0,"['state-gov', 'fedgov']",['nasal'],college,asian,male,0.3,1.4,agnostic,2.3,100
6730,80000,1987,5.6,['was-part'],84,90,48,74,0,"['state-gov', 'employer', 'fam-friend']",['nasal'],college,hispanic-latino,female,0.6,2.3,catholic,5.7,606
6731,125000,1944,9,['was-retired'],98,96,96,95,2,['fam-friend'],"['fatigue', 'headache']",college,white,female,3,8.5,other-protestant,8,986
6732,130000,1991,3.1,['was-full'],81,85,90,76,0,"['fam-friend', 'employer', 'religious']",['none'],college,white,female,2.2,8,catholic,10,454
6733,80000,1982,9.6,['now-full'],100,100,100,100,0,"['fam-friend', 'fedgov']",['none'],college,white,male,0.2,4.1,catholic,6.5,100
6734,36000,1971,5.2,['was-jobless'],100,100,100,100,0,['no-one'],"['short-breath', 'diarrhea', 'headache']",some-college,white,male,1.7,10,something-else,10,815
6735,150000,1973,9.2,['was-full'],97,100,83,98,5,['fam-friend'],['none'],postgrad,white,male,1.5,6.3,catholic,6.1,481
6736,50000,1990,2.5,['was-full'],31,70,0,81,0,"['state-gov', 'fedgov']",['none'],highschool,white,male,1.3,7.8,orthodox,6,185
6737,7202,2000,4,['now-disabled'],48,48,47,51,0,['private-org'],['none'],postgrad,other-mixed,female,5,5.1,jewish,4.8,802
6738,15000,1997,9.8,['now-jobless'],70,63,69,58,0,"['fam-friend', 'local-community']","['muscle-ache', 'nasal', 'headache']",school,hispanic-latino,other,1.9,6.8,something-else,3.9,108
6739,10000,1965,6.1,['was-disabled'],100,94,92,100,0,"['fam-friend', 'fedgov']",['none'],some-college,white,female,0,1.6,something-else,2.9,155
6740,110000,1984,6.9,"['was-full', 'now-full']",82,86,16,77,0,"['fedgov', 'private-org', 'employer', 'fam-friend']","['headache', 'muscle-ache']",postgrad,hispanic-latino,male,1.9,4.4,catholic,7.4,100
6741,75000,1990,5.7,['was-full'],53,77,73,52,0,['no-one'],['none'],college,white,female,1.6,4.9,catholic,5.7,852
6742,75000,1972,4.5,['was-full'],31,65,66,63,0,"['fam-friend', 'employer', 'religious', 'local-community']",['headache'],postgrad,white,female,0.2,7,other-protestant,7.8,425
6743,75000,1988,6.3,['was-part'],0,69,80,100,0,['fam-friend'],['none'],some-college,white,female,2.2,4.9,nothing-in-particular,2,474
6744,50000,1990,10,"['was-full', 'now-full']",0,48,0,100,0,['employer'],['none'],postgrad,asian,female,0.1,5,nothing-in-particular,0,115
6745,59000,1975,0.2,"['was-jobless', 'now-jobless']",83,98,84,84,1,['fam-friend'],['none'],college,black,female,0,5.1,evangelical-protestant,7.7,286
6746,64000,2002,5.1,['was-jobless'],73,22,94,77,0,['fam-friend'],['none'],school,black,female,0,4.8,nothing-in-particular,1.3,302
6747,80000,1980,5.5,"['was-full', 'now-full']",67,84,88,28,3,['no-one'],['none'],highschool,white,male,1.5,9,nothing-in-particular,2.6,267
6748,88600,1993,7.3,['now-part'],100,70,87,100,0,['no-one'],['none'],college,black,male,0,2.9,nothing-in-particular,6.3,208
6749,199000,1975,10,['was-part'],100,100,100,85,1,"['fam-friend', 'religious', 'local-gov', 'state-gov', 'local-community']","['fatigue', 'muscle-ache', 'nasal', 'sore-throat', 'headache']",college,white,female,2.5,2.1,agnostic,3.6,20
6750,50000,1992,10,['was-full'],100,100,100,99,0,"['fam-friend', 'employer', 'local-gov', 'state-gov', 'fedgov']",['none'],college,asian,female,0.6,0.8,catholic,0.8,895
6751,150000,1970,7.2,"['was-part', 'now-part']",100,100,100,100,0,['fam-friend'],['none'],college,white,female,1.5,4.8,nothing-in-particular,1.8,190
6752,50000,1984,9.7,['now-jobless'],99,99,100,98,0,['fam-friend'],['none'],some-college,hispanic-latino,female,0,0.5,catholic,4.5,775
6753,59000,1987,10,['was-jobless'],100,100,100,100,0,['local-community'],['none'],some-college,black,female,0.2,0,atheist,0,235
6754,40000,1966,9.3,['was-full'],96,98,94,96,0,['fam-friend'],['none'],some-college,white,female,0,0,nothing-in-particular,5.4,250
6755,100000,1995,7.6,['was-full'],100,81,79,71,0,"['local-gov', 'local-community']",['none'],college,white,female,0,2.4,catholic,6.5,631
6756,76000,1979,7.4,"['was-full', 'now-full']",100,61,66,69,0,"['fam-friend', 'employer']",['headache'],college,white,female,1.9,4.3,atheist,0.1,25
6757,100000,1989,10,"['now-part', 'now-disabled']",93,90,74,94,1,['local-gov'],"['diarrhea', 'fatigue']",some-college,asian,female,10,0,catholic,9.4,282
6758,12000,1969,10,['was-disabled'],100,100,98,98,0,['fam-friend'],['none'],some-college,black,female,4.7,5.2,muslim,10,191
6759,20000,1985,9.5,['was-full'],100,100,100,100,0,['religious'],['none'],college,hispanic-latino,male,0,3.2,catholic,7.3,606
6760,25000,1988,6.3,['now-part'],63,69,63,69,0,['fam-friend'],['fatigue'],some-college,hispanic-latino,female,6.4,6.3,catholic,6.3,951
6761,90000,1995,5.5,['was-full'],96,73,78,68,1,['fam-friend'],['none'],college,white,female,2.9,3.2,catholic,5.9,112
6762,25000,1984,3.6,['was-jobless'],51,28,16,63,0,['fam-friend'],['none'],highschool,white,female,2,4,atheist,0,229
6763,25000,1991,1.5,['was-jobless'],0,20,29,100,0,['no-one'],['none'],postgrad,white,female,0,4.2,evangelical-protestant,6.7,379
6764,50000,1965,6.2,['now-part'],56,64,62,84,0,['other'],['none'],college,white,female,0.7,6,catholic,5.5,781
6765,70000,1985,8.1,"['was-jobless', 'now-jobless']",100,87,83,100,2,['fam-friend'],['none'],postgrad,white,female,0,1.2,something-else,5.1,837
6766,65000,1951,8.3,['was-retired'],99,100,91,100,1,['fam-friend'],['none'],postgrad,white,female,1,3,other-protestant,7.8,551
6767,180000,1988,6.5,['now-disabled'],75,71,71,65,0,['no-one'],['none'],postgrad,white,male,7,7.8,catholic,6.5,600
6768,70000,1979,2.8,['now-part'],3,29,16,53,0,['fam-friend'],['none'],highschool,white,female,2.2,3.8,something-else,8.7,442
6769,49000,1988,8.6,['now-full'],100,100,98,100,4,['fam-friend'],['none'],postgrad,black,female,0.1,4.7,other-protestant,7.5,108
6770,30000,1999,6.9,['was-part'],36,36,72,72,0,['private-org'],['short-breath'],highschool,black,female,3.8,6.9,other-protestant,7.2,809
6771,75000,1999,4.9,['now-part'],83,81,65,50,0,['private-org'],['none'],some-college,black,male,5.2,5.1,something-else,5.2,606
6772,16000,1951,9.3,['was-retired'],90,92,92,91,0,['no-one'],['nasal'],college,white,male,5.3,1,jewish,3,346
6773,73599,1983,9.1,['was-full'],100,78,72,78,0,['fam-friend'],['none'],college,white,male,0.2,3.2,catholic,10,600
6774,60000,1989,5,"['was-full', 'now-full']",95,92,85,87,0,['fam-friend'],['none'],college,white,male,0,8.2,evangelical-protestant,9.3,235
6775,25000,1978,10,['now-jobless'],91,100,97,100,0,['fedgov'],['none'],some-college,white,female,0,4.9,other-protestant,9.9,784
6776,70000,1997,9.9,['was-jobless'],100,100,97,100,50,['fam-friend'],['none'],some-college,white,female,0.1,0,agnostic,0,613
6777,12000,2001,5.1,['was-full'],50,50,51,51,0,"['religious', 'private-org', 'fam-friend']",['none'],college,black,female,4.9,5,something-else,7.4,630
6778,140000,1988,10,['was-full'],96,94,93,67,1,['no-one'],"['headache', 'fatigue']",college,asian,male,5.7,3.1,other-protestant,7.5,774
6779,42000,1962,7.6,['now-disabled'],93,100,73,93,2,['local-gov'],['none'],college,white,female,1.1,4.7,catholic,4.9,31
6780,107000,1979,6.7,['was-part'],89,69,68,34,0,['fam-friend'],"['nasal', 'fatigue']",postgrad,white,female,0.9,2.1,agnostic,0.2,462
6781,220000,1978,6.7,['was-part'],90,71,57,66,0,['fam-friend'],['nasal'],postgrad,white,female,2.6,9.2,other-protestant,8,150
6782,80000,1958,10,"['was-full', 'now-full']",100,100,100,100,1,['fam-friend'],['none'],college,white,female,3,0.5,agnostic,1.4,452
6783,13999,1992,5.2,['now-disabled'],94,97,93,95,0,['private-org'],['none'],some-college,white,female,5.8,5.4,catholic,8.9,990
6784,38483,2000,7.1,['now-full'],12,87,16,16,0,['fedgov'],['none'],highschool,black,female,8,8.9,evangelical-protestant,2.2,700
6785,100000,1976,5.2,['was-full'],81,43,13,46,60,"['fam-friend', 'employer']",['none'],some-college,white,male,0,0.1,nothing-in-particular,3.5,450
6786,65000,1987,5.8,['was-full'],55,48,54,58,0,['employer'],['none'],college,white,male,5.7,5.4,catholic,5.1,152
6787,59000,1978,10,['now-full'],100,100,100,100,0,['fam-friend'],['none'],college,white,female,0,5.2,nothing-in-particular,4.5,88
6788,50000,1986,8.9,['was-full'],93,87,94,85,7,"['local-gov', 'fedgov']","['dry-cough', 'muscle-ache', 'fatigue', 'nasal']",college,white,female,9.3,8.8,something-else,9.1,757
6789,40000,1978,6.7,['was-full'],79,78,74,74,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']",['none'],college,black,female,2.2,5.6,catholic,6.4,730
6790,15000,2001,7,"['was-jobless', 'now-jobless']",100,86,100,90,0,['fam-friend'],"['dry-cough', 'diarrhea', 'nasal']",college,white,female,3.4,4.2,evangelical-protestant,7.8,287
6791,30000,1993,7.7,['was-full'],98,100,77,100,0,['fam-friend'],['none'],some-college,other-mixed,female,1,2.3,catholic,4.3,190
6792,200000,1976,2.6,['now-full'],100,58,57,73,8,"['fam-friend', 'employer']",['nasal'],some-college,white,male,0,7.3,atheist,0,70
6793,50000,1980,9.7,['now-full'],79,66,61,72,0,"['local-gov', 'fam-friend', 'other']",['none'],postgrad,asian,male,0,1.5,catholic,6.4,600
6794,110000,2002,6.3,"['was-part', 'now-jobless']",100,59,69,75,2,['fam-friend'],['none'],some-college,white,female,1.1,3.8,other-protestant,8.2,301
